NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	ATTRIBUTE_TYPE	PRIORITY	CATEGORY	VOCABULARY	COLOR	FLAG
OVERALL_PATIENT_HISTOLOGY	Overall Patient Histology	Overall Patient Histology	STRING	PATIENT	1				
OVERALL_RESPONSE	Overall Response	Overall Response	STRING	PATIENT	1				
OVERALL_STAGE	Overall Stage	Overall Stage	STRING	SAMPLE	1				
P4EBP1_STATUS	P4EBP1 Status	P4EBP1 Status	STRING	SAMPLE	1				
P53	P53	P53.	STRING	SAMPLE	1				
P53_GENE_ANALYSIS	P53 gene analysis	P53 gene analysis	STRING	SAMPLE	1				
P53_GERMLINE	P53 Germline	P53 Germline	STRING	SAMPLE	1				
P53_MUTATION	P53 Mutation	P53 Mutation	STRING	SAMPLE	1				
PAM50_SUBTYPE	PAM50 subtype	PAM50 subtype	STRING	SAMPLE	1				
PAN_GLIOMA_DNA_METHYLATION_CLUSTER	Pan-Glioma DNA Methylation Cluster	Pan-Glioma DNA Methylation Cluster	STRING	SAMPLE	1				
PAN_GLIOMA_RNA_EXPRESSION_CLUSTER	Pan-Glioma RNA Expression Cluster	Pan-Glioma RNA Expression Cluster	STRING	SAMPLE	1				
PAPILLARY_FLAT	Papillary/Flat	Papillary/Flat	STRING	SAMPLE	1				
PARADIGM_CLUSTER	PARADIGM CLUSTER	PARADIGM CLUSTER	NUMBER	SAMPLE	1				
PARADIGM_CLUSTER_K4	PARADIGM CLUSTER k4	PARADIGM CLUSTER k4	STRING	SAMPLE	1				
PARANEOPLASTIC_SYNDROME	Paraneoplastic syndrome	Paraneoplastic syndrome	STRING	PATIENT	1				
PARITY	Parity	The number of times a female has been carried the pregnancies to a viable gestational age (parity)	NUMBER	PATIENT	1				
PAROTID_LN	Parotid LN	Parotid Lymph Node	STRING	PATIENT	1				
PARTA_CONSENTED_12_245	12-245 Part A Consented	12-245 Part A Consented Status	STRING	PATIENT	1				
PARTC_CONSENTED_12_245	12-245 Part C Consented	12-245 Part C Consented	STRING	PATIENT	1				
PASSAGE_NUMBER	Passage Number	Passage Number	STRING	SAMPLE	1				
PATHFINDNUMNODESREMD	Pathfindnumnodesremd	Pathfindnumnodesremd	NUMBER	PATIENT	1				
PATHFINDPOSNODES	Pathfindposnodes	Pathfindposnodes	NUMBER	PATIENT	1				
PATHLOCATION	Pathlocation	Pathlocation	STRING	PATIENT	1				
PATHMARGIN	Pathmargin	Pathmargin	STRING	PATIENT	1				
PATHOLOGICAL_DIAGNOSIS	Pathological Diagnosis	Pathological Diagnosis	STRING	PATIENT	1				
PATHOLOGIC_DISTANT_SPREAD	Pathologic Distant Spread	Pathologic Distant Spread	STRING	PATIENT	1				
PATHOLOGIC_PRIMARY_TUMOR_STAGE	pathologic primary tumor stage	pathologic primary tumor stage	STRING	SAMPLE	1				
PATHOLOGIC_RESPONSE	Pathologic Response	Pathologic Response	STRING	PATIENT	1				
PATHOLOGIC_SPREAD_INCIDENTAL_PROSTATE_CANCER	Pathologic Spread Incidental Prostate Cancer	Pathologic Spread Incidental Prostate Cancer	STRING	PATIENT	1				
PATHOLOGIC_VASCULAR_INVASION	Pathologic Vascular Invasion	Pathologic Vascular Invasion	STRING	PATIENT	1				
PATHOLOGY_CLASSIFICATION	Pathology Classification	Pathology Classification	STRING	SAMPLE	1				
PATHOLOGY_COMMENT	Pathology Comment	Pathology Comment	STRING	SAMPLE	1				
PATHOLOGY_LAUREN	Pathology Lauren	Pathology Lauren.	STRING	PATIENT	1				
PATHOLOGY_REPORT_FILE_NAME	Pathology Report File Name	Pathology Report File Name	STRING	SAMPLE	1				
PATHOLOGY_REPORT_UUID	Pathology report uuid	Pathology report uuid	STRING	PATIENT	1				
PATHPERINEURALINV	Pathperineuralinv	Pathperineuralinv	STRING	PATIENT	1				
PATHSTAGEDISEASE	Pathstagedisease	Pathstagedisease	STRING	PATIENT	1				
PATHSTAGEGROUP	Pathstagegroup	Pathstagegroup	STRING	PATIENT	1				
PATHSTAGEM	Pathstagem	Pathstagem	STRING	PATIENT	1				
PATHSTAGEN	Pathstagen	Pathstagen	STRING	PATIENT	1				
PATHSTAGET	Pathstaget	Pathstaget	STRING	PATIENT	1				
PATHTUMORMAXDIM	Pathtumormaxdim	Pathtumormaxdim	NUMBER	PATIENT	1				
PATHVASCULARINV	Pathvascularinv	Pathvascularinv	STRING	PATIENT	1				
PATH_CANCER_MAX_DIM_CM	Pathology Cancer Maximum Dimension (cm)	Pathology cancer maximum dimension (cm).	STRING	PATIENT	1				
PATH_CAPSULE_INV	Capsule inv	Tumor invades capsule	STRING	SAMPLE	1				
PATH_CODE	Path Code	Path Code	NUMBER	PATIENT	1				
PATH_EXTRAHEPATIC_TISSUE_TYPE	EH type	Extrahepatic tissue type invaded	STRING	SAMPLE	1				
PATH_GLEASON_SCORE	PATH GLEASON SCORE	PATH GLEASON SCORE	STRING	SAMPLE	1				
PATH_GLEASON_SCORE_1	PATH GLEASON SCORE 1	PATH GLEASON SCORE 1	STRING	SAMPLE	1				
PATH_GLEASON_SCORE_2	PATH GLEASON SCORE 2	PATH GLEASON SCORE 2	STRING	SAMPLE	1				
PATH_GRADE	Path Grade	Path Grade	STRING	SAMPLE	1				
PATH_INVASION_DEPTH	Path Invasion Depth	Path Invasion Depth	STRING	SAMPLE	1				
PATH_INV_HST	Hilar invasion	Hilar soft tissue invasion	STRING	SAMPLE	1				
PATH_LVI_LV	LVI-LV	Lymphovascular invasion, large vessel	STRING	SAMPLE	1				
PATH_LVI_SV	LVI-SV	Lymphovascular invasion, small vessel	STRING	SAMPLE	1				
PATH_MARGIN	Disease Surgical Margin Status	Text descriptor of the conclusive results following examination of tissue margin(s) for the presence of disease.	STRING	PATIENT	1				
PATH_MASS_FORMING	MF	Mass forming type	STRING	SAMPLE	1				
PATH_MULTIFOCAL	Path Multifocal	Path Multifocal	STRING	SAMPLE	1				
PATH_M_STAGE	American Joint Committee on Cancer Metastasis Stage Code	Code to represent the defined absence or presence of distant spread or metastases (M) to locations via vascular channels or lymphatics beyond the regional lymph nodes, using criteria established by the American Joint Committee on Cancer (AJCC).	STRING	PATIENT	1				
PATH_N_STAGE	Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code	The codes that represent the stage of cancer based on the nodes present (N stage) according to criteria based on multiple editions of the AJCC's Cancer Staging Manual.	STRING	PATIENT	1				
PATH_N_STATUS	Pathological N Status	Pathological N Status	STRING	PATIENT	1				
PATH_PERIDUCTAL_INFIL	PI	Periductal infiltrating type	STRING	SAMPLE	1				
PATH_RELAPSE	Pathology of relapse biopsy	Pathology of relapse biopsy	STRING	SAMPLE	1				
PATH_REPORT_UUID	Pathology Report UUID	Pathology Report UUID	STRING	SAMPLE	1				
PATH_SATELLITE_NODULES	Satellite nodules	Satellite nodules	STRING	SAMPLE	1				
PATH_SOLITARY_MASS	Solitary mass	Solitary mass	STRING	SAMPLE	1				
PATH_STEATOSIS	Steatosis	>50% steatosis	STRING	PATIENT	1				
PATH_T_STAGE	American Joint Committee on Cancer Tumor Stage Code	Code of pathological T (primary tumor) to define the size or contiguous extension of the primary tumor (T), using staging criteria from the American Joint Committee on Cancer (AJCC).	STRING	PATIENT	1				
PATH_WHO_TYPE	Path WHO Type	Path WHO Type	STRING	SAMPLE	1				
PATH_WHO_TYPE_2	Path WHO Type 2	Path WHO Type 2	STRING	SAMPLE	1				
PATIENTS_WITH_MULTIPLE_SAMPLES	Patients with Multiple Samples	Patients with Multiple Samples	STRING	SAMPLE	1				
PATIENT_DEATH_REASON	Patient Death Reason	Text term to identify the cause of death for a patient.	STRING	PATIENT	1				
PATIENT_DISPLAY_NAME	Patient Display Name	Patient Display Name	STRING	PATIENT	1				
PATIENT_GRADE	Patient Tumor Grade	Patient Tumor Grade	STRING	PATIENT	1				
PATIENT_HARVEST_YEAR	Patient Harvest Year	The year which the sample was collected from the patient	STRING	PATIENT	1				
PATIENT_ID	Patient Identifier	Identifier to uniquely specify a patient.	STRING	PATIENT	1				
PATIENT_ID_LEGACY	Legacy Patient Identifier	Deprecated patient identifier	STRING	PATIENT	1				
PATIENT_NOTE	Patient Note	Patient Note	STRING	PATIENT	1				
PATIENT_NOTES	MedR Patient Notes	Additional notes about patient's clinical history	STRING	PATIENT	1				
PATIENT_STUDY_ID	patient study id	patient study id	STRING	PATIENT	1				
PATIENT_TO_UNDERGO_SURGERY	Planned surgery status	Planned surgery status	STRING	PATIENT	1				
PAX8	PAX8	PAX8	STRING	PATIENT	1				
PAX_FUSION	PAX Fusion	PAX Fusion	STRING	SAMPLE	1				
PBRM1_LOSS	PBRM1 Loss	PBRM1 Loss	STRING	SAMPLE	1				
PB_BLAST_PERCENTAGE	PB Blast Percentage	PB blast percentage	NUMBER	PATIENT	1				
PCLTPS	Pcltps	Pcltps	NUMBER	PATIENT	1				
PCR_PRIMER_PAIRS	Oligonucleotide primer pair laboratory procedure performed name	Oligonucleotide primer pair laboratory procedure performed name	STRING	PATIENT	1				
PCR_PRIMER_PAIRS_OTHER	Oligonucleotide primer pair laboratory procedure performed text	Oligonucleotide primer pair laboratory procedure performed text	STRING	PATIENT	1				
PC_RPLND	RPLND	RPLND	STRING	SAMPLE	1				
PC_RPLND_STATUS	PC RPLND Status	PC RPLND Status	STRING	SAMPLE	1				
PDL1_EXPRESSION	PDL1 Expression	PDL1 Expression	STRING	PATIENT	1				
PDL1_POS_OUTOFTUMORCELLS	PDL1+ tumor cells	PDL1+ (% of tumor cells)	STRING	SAMPLE	1				
PDL1_POS_OUTOF_CD45POS	PDL1+ non tumor cells	PDL1+ (% of CD45+ cells)	STRING	SAMPLE	1				
PDL1_SCORE	PD-L1 Score (%)	PD-L1 Score in percent	NUMBER	SAMPLE	1				
PDTC_DEFINITION	PDTC Definition	PDTC Definition	STRING	PATIENT	1				
PDX_GENERATION_NUMBER	PDX Generation Number	PDX Generation Number	NUMBER	SAMPLE	1				
PDX_MEDIAN_SURVIVAL	PDX Median Survival (Day)	PDX Median Survival (Day)	NUMBER	SAMPLE	1				
PDX_PARENT	PDX Parent	PDX Parent	STRING	SAMPLE	1				
PDX_SURVIVAL_RANGE	PDX Survival Range (Day)	PDX Survival Range (Day)	STRING	SAMPLE	1				
PDX_TREATMENT	PDX Treatment	PDX Treatment	STRING	SAMPLE	1				
PEDIATRIC_SAMPLE	Pediatric Sample	Pediatric Sample	STRING	PATIENT	1				
PEDS_CANCER_TYPE_DETAILED	PED Cancer Type Detailed	PED Cancer Type Detailed	STRING	SAMPLE	1				
PED_AGE	PED Age	PED Age	NUMBER	PATIENT	1				
PED_DISEASE_CATEGORY	PED Disease Category	PED Disease Category	STRING	SAMPLE	1				
PED_DRIVER_MUTATION	PED Driver Mutation	PED Driver Mutation	STRING	SAMPLE	1				
PED_IND	Pediatric Case Indicator	Indication on whether this case is a pediatric patient or not	STRING	PATIENT	1				
PED_NCCN_LEVEL	PED NCCN Level	PED NCCN Level	STRING	SAMPLE	1				
PED_PRIMARY_SITE	PED Primary Site	PED Primary Site	STRING	SAMPLE	1				
PED_SEX	PED Sex	PED Sex	STRING	PATIENT	1				
PED_SPECIMEN_TYPE	PED Speciment Type	PED Speciment Type	STRING	SAMPLE	1				
PED_STAGE	PED Stage	PED Stage	STRING	SAMPLE	1				
PEG10_MUTATION	PEG10 Mutation	PEG10 Mutation	STRING	SAMPLE	1				
PELLET_STOOL_WEEKS	Pellet Stool (Weeks)	Pellet Stool (Weeks)	NUMBER	PATIENT	1				
PELVIC_EXTENSION_COMMENT	Cervical carcinoma pelvic extension text	Cervical carcinoma pelvic extension text	STRING	PATIENT	1				
PERCENTAGE_NECROSIS	Percent Necrosis	Percent necrosis.	NUMBER	PATIENT	1				
PERCENTAGE_OF_TARGET_EXONS_IN_TUMORS_COVERED	% of Target Exons in Tumors Covered above 100x	% of Target Exons in Tumors Covered above 100x	NUMBER	SAMPLE	1				
PERCENTAGE_TUMOR_PURITY	Percent Tumor Purity	Percent tumor purity.	NUMBER	PATIENT	1				
PERCENT_ANEUPLOIDY	Percent aneuploidy	Percent aneuploidy	STRING	SAMPLE	1				
PERCENT_CHANGE	Percent Change	Percent Change	NUMBER	SAMPLE	1				
PERCENT_GLEASON_PATTERN_4_OR_5	Gleason Score Percent 4 & 5	Gleason Score Percent 4 & 5.	NUMBER	PATIENT	1				
PERCENT_LYMPHOCYTE_INFILTRATION	Percent Lymphocyte Infiltration	Numeric value to represent the percentage of infiltration by lymphocytes in a tumor sample or specimen.	NUMBER	PATIENT	1				
PERCENT_TUMOR_CELLS	Percent Tumor Cells	Numeric value to represent the percentage of malignant cell tumor nuclei content in a tumor sample or specimen.	NUMBER	PATIENT	1				
PERCENT_TUMOR_CELLS_RELAPSE	Percent Tumor Cells from patient's relapse biopsy	Numeric value to represent the percentage of malignant cell tumor nuclei content in a tumor sample or specimen obtained at relapse stage	STRING	PATIENT	1				
PERCENT_TUMOR_NUCLEI	Percent Tumor Nuclei	Numeric value to represent the percentage of tumor nuclei in a malignant neoplasm sample or specimen.	NUMBER	PATIENT	1				
PERCENT_TUMOR_VS_STROMA	Percent Tumor Vs. Stroma	Numeric representation of the ratio of tumor to stroma.	STRING	PATIENT	1				
PERFORMANCE_STATUS	Performance status	Performance status	STRING	PATIENT	1				
PERFORMANCE_STATUS_DAYS_TO	Days to initial score performance status scale	Days to initial score performance status scale	NUMBER	PATIENT	1				
PERFORMANCE_STATUS_OTHER_TIMING	Performance status other timing	Performance status assessment timepoint category other text	STRING	PATIENT	1				
PERFORMANCE_STATUS_SCALE_TIMING	Performance Status Scale Timing	Performance status scale timing.	STRING	PATIENT	1				
PERFORMANCE_STATUS_TIMING	Performance Status Assessment Timepoint Category	A timepoint in reference to a patient's therapy in which a performance status assessment is conducted.	STRING	PATIENT	1				
PERINEURAL_INVASION	Perineural Invasion	Perineural invasion.	STRING	SAMPLE	1				
PERIPHERAL_BLASTS_PERCENTAGE	Peripheral Blasts Percentage	Peripheral blasts percentage.	NUMBER	PATIENT	1				
PERITONEAL_WASHING	Peritoneal washing	Peritoneal washing	STRING	PATIENT	1				
PERI_OP_CHEMO	peri op chemo	peri op chemo	STRING	PATIENT	1				
PERSISTANT_DISEASE_TUMOR_STUDIED	Persistant Disease Tumor Studied	Persistant Disease Tumor Studied	STRING	PATIENT	1				
PERSONAL_HISTORY	Personal History	Personal History	STRING	PATIENT	1				
PERSON_NEOPLASM_CANCER_STATUS	Person Neoplasm Cancer Status	Person neoplasm cancer status.	STRING	PATIENT	1				
PET_CT_STANDARDIZED_VALUES	Pet Ct Standardized Values	Pet Ct Standardized Values	STRING	SAMPLE	1				
PET_SCAN	PET Scan	PET Scan	STRING	PATIENT	1				
PET_TBR	Positron emission tomography, tumor background ratio	Positron emission tomography, tumor background ratio	STRING	PATIENT	1				
PFS_DAYS	Progress Free Survival (Days)	Progress Free Survival (Days)	NUMBER	PATIENT	1				
PFS_EVENT	Progress Free Survival Event	Progress Free Survival Event	STRING	PATIENT	1				
PFS_INTERVAL_GROUP	PFS Interval group	PFS Interval group	STRING	PATIENT	1				
PFS_MONTHS	Progress Free Survival (Months)	Progress Free Survival (Months)	NUMBER	PATIENT	1				
PFS_STATUS	Progression Free Status	Progression Free Status	STRING	PATIENT	1				
PFS_YEARS	Progress Free Survival (Years)	Progress Free Survival (Years)	NUMBER	PATIENT	1				
PF_MONTHS	Pf months	Pf months	STRING	PATIENT	1				
PF_STATUS	Pf status	Pf status	STRING	PATIENT	1				
PHARMACEUTICAL_TX_ADJUVANT	Adjuvant Postoperative Pharmaceutical Therapy Administered Indicator	Indicator to signify whether or not whether the patient had adjuvant/post-operative pharmaceutical therapy.	STRING	PATIENT	1				
PHARM_REGIMEN	Pharmaceutial Regimen	Pharmaceutial Regimen	STRING	PATIENT	1				
PHARM_REGIMEN_OTHER	Pharmaceutial Regimen (Other)	Pharmaceutial Regimen (Other)	STRING	PATIENT	1				
PHARM_TX_MITOTANE_ADJUVANT	Mitotane Therapy adjuvant setting	Mitotane Therapy Adjuvant Setting	STRING	PATIENT	1				
PHARM_TX_MITOTANE_FOR_MACRO_DISEASE	Mitotane Therapy for macroscopic residual disease	Mitotane Therapy For Macroscopic Residual Disease	STRING	PATIENT	1				
PHARM_TX_MITOTANE_INDICATOR	Mitotane Therapy	Mitotane Therapy	STRING	PATIENT	1				
PHARM_TX_MITOTANE_THERAPUTIC_AT_PROG	Therapeutic Mitotane lvl progression	Therapeutic Mitotane Lvl Progression	STRING	PATIENT	1				
PHARM_TX_MITOTANE_THERAPUTIC_AT_REC	Therapeutic Mitotane lvl recurrence	Therapeutic Mitotane Lvl Recurrence	STRING	PATIENT	1				
PHARM_TX_MITOTANE_THERAPUTIC_LEVELS	Therapeutic Mitotane levels achieved	Therapeutic Mitotane Levels Achieved	STRING	PATIENT	1				
PHARM_TX_MITOTANE_THERAPUTIC_MACRO	Therapeutic Mitotane lvl macroscopic residual	Therapeutic Mitotane Lvl Macroscopic Residual	STRING	PATIENT	1				
PHENOTYPE	Phenotype	Phenotype	STRING	SAMPLE	1				
PHYSICIAN	Physician	Physician.	STRING	PATIENT	1				
PI3K_MTOR_STATUS	PI3K_MTOR_STATUS	PI3K_MTOR_STATUS	STRING	SAMPLE	1				
PI3K_MUTATION	PI3K Mutation	PI3K Mutation	STRING	SAMPLE	1				
PIK3CA_MUTATION	PIK3CA Mutation	PIK3CA mutation is present.	STRING	SAMPLE	1				
PIK3CA_PROTEIN_CODING	PIK3CA Protein Coding	PIK3CA Protein Coding	NUMBER	SAMPLE	1				
PIK3R1_MUTATION_STATUS	PIK3R1 Mutation Status	PIK3R1 Mutation Status	STRING	SAMPLE	1				
PIK3R2_MUTATION_STATUS	PIK3R2 Mutation Status	PIK3R2 Mutation Status	STRING	SAMPLE	1				
PIPELINE_VER	Pipeline ver	Pipeline ver	STRING	PATIENT	1				
PIPELINE_VERSION	Pipeline Version	Analysis pipeline version.	STRING	SAMPLE	1				
PI_REVIEWED	PI Reviewed	PI Reviewed	STRING	SAMPLE	1				
PLASMA_CELLS	Plasma cells	Plasma cells	NUMBER	SAMPLE	1				
PLASMA_SERIES_VALUE	Plasma Series Value	Plasma Series Value	STRING	PATIENT	1				
PLATELET_COUNT	Platelet count	Platelet qualitative result	STRING	PATIENT	1				
PLATELET_COUNT_PRERESECTION	Platelet count preresection	Platelet count preresection	NUMBER	PATIENT	1				
PLATELET_NORMAL_RANGE_LOWER	Laboratory prcoedure platelet result lower limit of normal value	Laboratory prcoedure platelet result lower limit of normal value	NUMBER	PATIENT	1				
PLATELET_NORMAL_RANGE_UPPER	Laboratory prcoedure platelet result upper limit of normal value	Laboratory prcoedure platelet result upper limit of normal value	NUMBER	PATIENT	1				
PLATELET_NORM_RANGE_LOWER	Laboratory prcoedure platelet result lower limit of normal value	Laboratory prcoedure platelet result lower limit of normal value	NUMBER	SAMPLE	1				
PLATELET_NORM_RANGE_UPPER	Laboratory prcoedure platelet result upper limit of normal value	Laboratory prcoedure platelet result upper limit of normal value	NUMBER	SAMPLE	1				
PLATFORM	Platform	Platform.	STRING	SAMPLE	1				
PLATINUM_BEST_RESPONSE	Platinum Best Response	Platinum Best Response	STRING	PATIENT	1				
PLATINUM_DOUBLET	Platinum Doublet	Platinum Doublet	STRING	PATIENT	1				
PLATINUM_GERMLINE_TESTED	Platinum Germline Tested	Platinum Germline Tested	STRING	PATIENT	1				
PLATINUM_HRD_MUTATION	Platinum HRD Mutation	Platinum HRD Mutation	STRING	PATIENT	1				
PLATINUM_LST_SCORE	Platinum LST Score	Platinum LST Score	STRING	PATIENT	1				
PLATINUM_OS_MONTHS	Platinum Overall Survival Months	Platinum Overall Survival Months	NUMBER	PATIENT	1				
PLATINUM_OS_STATUS	Platinum Overall Survival Status	Platinum Overall Survival Status	STRING	PATIENT	1				
PLATINUM_PFS_MONTHS	Platinum Progression Free Months	Platinum Progression Free Months	NUMBER	PATIENT	1				
PLATINUM_PFS_STATUS	Platinum Progression Free Status	Platinum Progression Free Status	STRING	PATIENT	1				
PLATINUM_STATUS	Platinum Status	Platinum status.	STRING	PATIENT	1				
PLEOMORPHISM_SCORE	Pleomorphism Score	Pleomorphism Score	STRING	SAMPLE	1				
PLEURAL_INVASION	Pleural Invasion	Pleural Invasion	STRING	SAMPLE	1				
PLEURA_STATUS	Pleura Status	Pleura Status	STRING	SAMPLE	1				
PLEURODESIS_PERFORMED_90_DAYS	Pleurodesis Performed in 90 Days	Pleurodesis Performed in 90 Days	STRING	PATIENT	1				
PLEURODESIS_PERFORMED_PRIOR	Prior Pleurodesis Performed	Prior Pleurodesis Performed	STRING	PATIENT	1				
PLOCATION	Plocation	Plocation	NUMBER	PATIENT	1				
PLOIDY	Ploidy	Ploidy.	STRING	SAMPLE	1				
PLOIDY_PREDICTION_SCORE	Ploidy Prediction Score	Ploidy Prediction Score	NUMBER	SAMPLE	1				
PLT_COUNT	PLT Count	PLT Count	STRING	PATIENT	1				
PM	Pm	Pm	NUMBER	PATIENT	1				
PMS2_STATUS	PMS2 Status	PMS2 Status	STRING	SAMPLE	1				
PN	Pn	Pn	NUMBER	PATIENT	1				
PNI	PNI	PNI.	STRING	PATIENT	1				
POD_AT_BLOOD_DRAW	POD at blood draw	POD at blood draw	STRING	SAMPLE	1				
POLE_MUTATION_STATUS	POLE Mutation Status	POLE Mutation Status	STRING	SAMPLE	1				
POOL	pool	Pool	STRING	SAMPLE	1				
PORTAL_VEIN_INVASION	Portal Vein Invasion	Portal vein invasion	STRING	PATIENT	1				
POSSIBLE_DNA_CONTANMINATION	Possible DNA contanmination	Possible DNA contanmination	STRING	SAMPLE	1				
POSSIBLE_HPYLORI_INFECTION	Possible hpylori infection	Possible hpylori infection	NUMBER	PATIENT	1				
POSTOPERATIVE_RX_TX	Postoperative Radiation Treatment	Postoperative Radiation Treatment	STRING	PATIENT	1				
POSTOPERATIVE_TX	Postoperative tx	Postoperative tx	STRING	SAMPLE	1				
POSTTREATMENT_STAGE	Post-treatment Stage	Post-treatment stage.	STRING	PATIENT	1				
POST_OP_RADIATION	Post-op Radiation	Post-operative Radiation Therapy	STRING	PATIENT	1				
POST_ORCHI_AFP	Post orchi afp	Post orchi afp	NUMBER	SAMPLE	1				
POST_ORCHI_HCG	Post orchi hcg	Post orchi hcg	NUMBER	SAMPLE	1				
POST_ORCHI_LDH	Post orchi ldh	Post orchi ldh	NUMBER	SAMPLE	1				
POST_ORCHI_LH	Post orchi lh	Post orchi lh	NUMBER	SAMPLE	1				
POST_ORCHI_LYMPH_NODE_DISSECTION	Post orchi lymph node dissection	Post orchi lymph node dissection	STRING	SAMPLE	1				
POST_ORCHI_TESTOSTERONE	Post orchi testosterone	Post orchi testosterone	STRING	SAMPLE	1				
POST_SCT_RELAPSE	Patient Relapsed post SCT	Did the patient relapse after SCT	STRING	PATIENT	1				
POST_SURGERY_PREVENTATIVE_THERAPY	Post Surgery Preventative Therapy	Post Surgery Preventative Therapy	STRING	PATIENT	1				
POST_TX_OVERALL_STAGE	PostTx Overall Stage	PostTx Overall Stage	STRING	SAMPLE	1				
POST_TX_TNM_STAGE	PostTx TNM Stage	PostTx TNM Stage	STRING	SAMPLE	1				
POS_LYMPH_NODE_LOCATION	Lymph node location positive pathology name	Lymph node location positive pathology name	STRING	PATIENT	1				
PPP2R1A_MUTATION	PPP2R1A Mutation	PPP2R1A Mutation	STRING	SAMPLE	1				
PRD_DIAGNOSIS_LOC	PRD_Diagnosis Location	Patient reported response to the question: When you were first diagnosed with angiosarcoma, where in your body was it found (select all that apply)?	STRING	PATIENT	1				
PRD_EVER_LOCATION	PRD_Ever Location	Patient reported response to the question: Please select all of the places in your body that you have ever had angiosarcoma (select all that apply).	STRING	PATIENT	1				
PRD_LOCATION_AT_ENROLLMENT	PRD_Location of Disease at Time of Enrollment	Patient reported response to the question: Please select all of the places in your body where you currently have angiosarcoma (select all that apply). If you don��_��_��_t have evidence of disease, please select ��_��_��_��_No Evidence of Disease (NED).	STRING	PATIENT	1				
