#Sample Identifier	Patient Identifier	Purity	Ploidy	Genome Doublings	DepMap ID	Name	Site of Finding	Sample Type	Primary Tumor Site	Site Subtype 1	Site Subtype 2	Site Subtype 3	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate
#A unique sample identifier.	Identifier to uniquely specify a patient.	Purity	Ploidy.	Genome Doublings	DepMap ID	Name	Site of Finding	"The type of sample (i.e., normal, primary, met, recurrence)."	Text term to describe the organ sub-division in an individual with cancer.	Site Subtype 1	Site Subtype 2	Site Subtype 3	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate
#STRING	STRING	NUMBER	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAMPLE_ID	PATIENT_ID	PURITY	PLOIDY	GENOME_DOUBLINGS	DEPMAPID	NAME	SITE_OF_FINDING	SAMPLE_TYPE	PRIMARY_SITE	SITE_SUBTYPE1	SITE_SUBTYPE2	SITE_SUBTYPE3	HIST_SUBTYPE1	HIST_SUBTYPE2	HIST_SUBTYPE3	ANNOTATION_SOURCE	CELL_LINE_SOURCE	CHARACTERISTICS	GROWTH_MEDIUM	SUPPLEMENTS	FREEZING_MEDIUM	DOUBLING_TIME_FROM_VENDOR	DOUBLING_TIME	TUMOR_TYPE	TYPE_REFINED	PATHOLOGIST_ANNOTATION	MUTATION_RATE
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	3.05	1	ACH-000551	K-562	pleura	Metastasis	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	blast_phase_chronic_myeloid_leukaemia	Ph_positive	NS	CCLE	ATCC	SUSPENSION	RPMI-1640+10%FBS	10mM L-GLUTAMINE	5%DMSO		53.2	CML	CML	Leukemia:CML	131.2836569
RT112_URINARY_TRACT	RT112_URINARY_TRACT	1	2.04	0	ACH-000473	RT-112		Primary	Urinary_Tract	bladder	NS	NS	transitional_cell_carcinoma	NS	NS	CCLE	DSMZ	Adherent	RPMI +10%FBS	NA	5%DMSO		36.1	urinary_tract	urinary_tract	Bladder:Carcinoma	116.3492966
NUGC3_STOMACH	NUGC3_STOMACH	1	2.45	1	ACH-000911	NUGC-3		Primary	Stomach	NS	NS	NS	NS	NS	NS	CCLE	JHSF	Epithelial-like	RPMI1640+10%FBS	NA	5%DMSO		34.2	stomach	stomach	Gastric:Carcinoma	334.9102022
U87MG_CENTRAL_NERVOUS_SYSTEM	U87MG_CENTRAL_NERVOUS_SYSTEM	1	1.94	0	ACH-000075	U-87 MG		Primary	Central_Nervous_System	brain	NS	NS	astrocytoma	NS	NS	CCLE	ATCC	Adherent epithelial.	EMEM + 10% FBS	NA	5%DMSO		66	glioma	glioma	CNS:Glioma	88.68010645
CAKI2_KIDNEY	CAKI2_KIDNEY	1	1.43	0	ACH-000234	Caki-2		Primary	Kidney	NS	NS	NS	clear_cell_renal_cell_carcinoma	NS	NS	CCLE	NIBRI						NA	kidney	kidney	Kidney:Carcinoma	97.33436222
OE19_OESOPHAGUS	OE19_OESOPHAGUS	1	2.69	1	ACH-000679	OE19		Primary	Oesophagus	lower_third	NS	NS	adenocarcinoma	NS	NS	CCLE	HPACC	AHERENT EPITHELIAL;	RPMI-1640+10%FBS	2mM l-GLUTAMINE	5%DMSO		78.3	esophagus	esophagus	Oesophagus:Carcinoma	153.3131471
KMRC2_KIDNEY	KMRC2_KIDNEY	1	1.89	0	ACH-000709	KMRC-2		Primary	Kidney	NS	NS	NS	clear_cell_renal_cell_carcinoma	NS	NS	CCLE	HSRRB		DMEM+10% FBS	NA	5% DMSO		113.3	kidney	kidney	Kidney:Carcinoma	207.7442122
JHH2_LIVER	JHH2_LIVER	1	2.82	1	ACH-000577	JHH-2	ascites	Metastasis	Liver	NS	NS	NS	hepatocellular_carcinoma	NS	NS	CCLE	HSRRB	Adherent	EMEM +10 % FBS	NA	5%DMSO		99.1	liver	liver	Liver:HCC	200.1671139
IM95_STOMACH	IM95_STOMACH	1	2.09	0	ACH-000919	IM95		Primary	Stomach	NS	NS	NS	intestinal_adenocarcinoma	NS	NS	CCLE	HSRRB	Adherent	DMEM +10%FBS	10mg/L insulin	5% DMSO		40.2	stomach	stomach	Gastric:Carcinoma	387.6541767
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.07	0	ACH-000045	MV-4-11		Primary	Haematopoietic_And_Lymphoid_Tissue	lymph_node	NS	NS	acute_myeloid_leukaemia	M5	NS	CCLE	ATCC	suspension	IMDM+10% FBS	NA	5% DMSO		55.2	AML	AML	Leukemia:AML	70.07829872
WM2664_SKIN	WM2664_SKIN	1	1.94	0	ACH-001239	WM-266-4	skin	Metastasis	Skin	NS	NS	NS	NS	NS	NS	CCLE	ATCC	Adherent	EMEM + 10% FBS	NA	5%DMSO		38.7	melanoma	melanoma	Skin:Melanoma	123.3526453
KMRC1_KIDNEY	KMRC1_KIDNEY	1	1.94	0	ACH-000684	KMRC-1		Primary	Kidney	NS	NS	NS	clear_cell_renal_cell_carcinoma	NS	NS	CCLE	HSRRB		DMEM+10% FBS	NA	5% DMSO		46.4	kidney	kidney	Kidney:Carcinoma	204.6747718
KM12_LARGE_INTESTINE	KM12_LARGE_INTESTINE	1	2	0	ACH-000969	KM12		Primary	Large_Intestine	colon	NS	NS	adenocarcinoma	NS	NS	CCLE	NIBRI						NA	colorectal	colorectal	NA	558.2436121
COLO849_SKIN	COLO849_SKIN	1	2.71	1	ACH-001045	COLO-849	lymph_node	Metastasis	Skin	NS	NS	NS	NS	NS	NS	CCLE	NA	NA	NA	NA	NA	NA	NA	melanoma	melanoma	NA	NA
T84_LARGE_INTESTINE	T84_LARGE_INTESTINE	1	2.85	1	ACH-000381	T84	lung	Metastasis	Large_Intestine	colon	NS	NS	adenocarcinoma	NS	NS	CCLE	NIBRI						NA	colorectal	colorectal	Colorectal:Carcinoma	101.5163334
CALU1_LUNG	CALU1_LUNG	1	2.84	1	ACH-000511	Calu-1	pleura	Metastasis	Lung	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	NIBRI						NA	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	120.70541
LOXIMVI_SKIN	LOXIMVI_SKIN	1	3.29	1	ACH-000750	LOX IMVI		Primary	Skin	NS	NS	NS	NS	NS	NS	CCLE	NCI/DCTD		RPMI-1640+10% FBS	NA	5% DMSO		29.3	melanoma	melanoma	Skin:Melanoma	159.042239
NCIH2170_LUNG	NCIH2170_LUNG	1	2.91	1	ACH-000481	NCI-H2170		Primary	Lung	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE		MIXED	RPMI1640+10%FBS	NA	5%DMSO		68.7	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	120.027116
SQ1_LUNG	SQ1_LUNG	1	3.04	1	ACH-000553	Sq-1		Primary	Lung	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	RIKEN		RPMI-1640+10%FBS	NA	5% DMSO		63.9	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	166.3312692
AN3CA_ENDOMETRIUM	AN3CA_ENDOMETRIUM	0.96	2.21	0	ACH-000940	AN3 CA	lymph_node	Metastasis	Endometrium	NS	NS	NS	adenocarcinoma	NS	NS	CCLE	ATCC	Adherent epithelial	EMEM + 10% FBS	NA	5% DMSO		88.9	endometrium	endometrium	Endometrium:Carcinoma	485.2864575
NCIH2444_LUNG	NCIH2444_LUNG	1	1.53	0	ACH-000186	NCI-H2444		Primary	Lung	NS	NS	NS	non_small_cell_carcinoma	NS	NS	CCLE	ATCC	Adherent	RPMI-1640+10% FBS	NA	5%DMSO		116	lung_NSC	lung_NSC	Lung:NSCLC_Others	84.93713188
UACC257_SKIN	UACC257_SKIN	1	8.3	2	ACH-000579	UACC-257		Primary	Skin	NS	NS	NS	NS	NS	NS	CCLE	NCI/DCTD		RPMI-1640+10% FBS	NA	5% DMSO		40.9	melanoma	melanoma	Skin:Melanoma	116.3503166
KYSE510_OESOPHAGUS	KYSE510_OESOPHAGUS	0.98	3.75	2	ACH-000824	KYSE-510		Primary	Oesophagus	upper_third	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	GNF					~ 30 hrs	NA	esophagus	esophagus	Oesophagus:Carcinoma	200.0668926
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.99	2.27	0	ACH-000362	MOLM-13		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	acute_myeloid_leukaemia	M5a	NS	CCLE	DSMZ	suspension; dt=50hrs	RPMI-1640+20%FBS	NA	5% DMSO	50 hrs	60.6	AML	AML	Leukemia:AML	147.478632
HUPT4_PANCREAS	HUPT4_PANCREAS	1	3.25	1	ACH-000213	HUP-T4	ascites	Metastasis	Pancreas	NS	NS	NS	NS	NS	NS	CCLE	DSMZ	mixed	MEM + 10 % FBS	NA	5%DMSO		440	pancreas	pancreas	Pancreas:Carcinoma	144.7327222
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	1	1.62	0	ACH-001125	MOG-G-CCM		Primary	Central_Nervous_System	brain	NS	NS	astrocytoma	NS	NS	CCLE	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	NA
KYSE30_OESOPHAGUS	KYSE30_OESOPHAGUS	1	3.26	2	ACH-000777	KYSE-30		Primary	Oesophagus	NS	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	GNF					~ 30 hrs	NA	esophagus	esophagus	Oesophagus:Carcinoma	188.0952893
KYSE150_OESOPHAGUS	KYSE150_OESOPHAGUS	0.98	3.14	1	ACH-000855	KYSE-150		Primary	Oesophagus	upper_third	NS	NS	squamous_cell_carcinoma	NS	NS	CCLE	DSMZ	Epithelial adherent monolayer	RPMI:Ham F12 +5%FBS	NA	10%DMSO		40	esophagus	esophagus	Oesophagus:Carcinoma	248.1113517
PSN1_PANCREAS	PSN1_PANCREAS	1	2.85	1	ACH-000320	PSN1		Primary	Pancreas	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	ECACC	adherent epithelial	RPMI-1640 + 10% FBS	2mM Glutamine	5%DMSO		40.9	pancreas	pancreas	Pancreas:Carcinoma	137.8566605
NCIH1299_LUNG	NCIH1299_LUNG	1	2.62	1	ACH-000510	NCI-H1299	lymph_node	Metastasis	Lung	NS	NS	NS	non_small_cell_carcinoma	NS	NS	CCLE	ATCC	Adherent	RPMI-1640+10%FBS	NA	5% DMSO		47.4	lung_NSC	lung_NSC	Lung:NSCLC_Others	136.1844623
PATU8988T_PANCREAS	PATU8988T_PANCREAS	1	3.02	1	ACH-000023	PA-TU-8988T	liver	Metastasis	Pancreas	NS	NS	NS	ductal_carcinoma	NS	NS	CCLE	GNF						NA	pancreas	pancreas	Pancreas:Carcinoma	91.40122228
IGR37_SKIN	IGR37_SKIN	1	1.76	0	ACH-000650	IGR-37	lymph_node	Metastasis	Skin	NS	NS	NS	NS	NS	NS	CCLE	NIBRI						39.4	melanoma	melanoma	Skin:Melanoma	128.2141157
LN443_CENTRAL_NERVOUS_SYSTEM	LN443_CENTRAL_NERVOUS_SYSTEM	0.99	2.79	1	ACH-000673	LN-443	NA		Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	160.7552819
SLR23_KIDNEY	SLR23_KIDNEY	NA	NA	NA	ACH-000246	SLR 23		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA
HMEL_BREAST	HMEL_BREAST	NA	NA	NA	ACH-000642	HMEL			Breast	NS	NS	NS	immortalized_epithelial	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	breast	breast	NA	136.5311627
OELE_OVARY	OELE_OVARY	NA	NA	NA	ACH-000494	OELE			Ovary	NS	NS	NS	immortalized_epithelial	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	ovary	ovary	NA	115.9910046
LN235_CENTRAL_NERVOUS_SYSTEM	LN235_CENTRAL_NERVOUS_SYSTEM	0.96	4.03	2	ACH-000591	LN-235	NA		Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	117.8995842
BJHTERT_SKIN	BJHTERT_SKIN	NA	NA	NA	ACH-001018	BJ hTERT			Skin	foreskin	NS	NS	immortalized_fibroblast	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	melanoma	fibroblast_like	NA	NA
LN428_CENTRAL_NERVOUS_SYSTEM	LN428_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-000455	LN-428	NA		Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	115.146489
SLR24_KIDNEY	SLR24_KIDNEY	1	1.88	0	ACH-000272	SLR 24		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA
EWS502_BONE	EWS502_BONE	0.96	3.3	1	ACH-000279	EWS502			Bone	NS	NS	NS	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	NA	103.3429006
SALE_LUNG	SALE_LUNG	NA	NA	NA	ACH-000064	SALE			Lung	NS	NS	NS	immortalized_epithelial	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	90.36904673
HCC2814_LUNG	HCC2814_LUNG	0.98	3.31	1	ACH-000690	HCC-2814			Lung	NS	NS	NS	squamous_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	136.4879764
SKRC31_KIDNEY	SKRC31_KIDNEY	0.99	2.04	0	ACH-001194	SK-RC 31		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA
TIG3TD_FIBROBLAST	TIG3TD_FIBROBLAST	NA	NA	NA	ACH-001207	TIG-3 TD			Lung	NS	NS	NS	immortalized_embryonic_fibroblast	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	NA	fibroblast_like	NA	167.7649252
TC32_BONE	TC32_BONE	0.91	2.12	0	ACH-001205	TC-32	NA		Bone	NS	NS	NS	NS	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	NA	NA
SF172_CENTRAL_NERVOUS_SYSTEM	SF172_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-000887	SF-172			Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	268.4871106
PRECLH_PROSTATE	PRECLH_PROSTATE	NA	NA	NA	ACH-000170	PrEC LH			Prostate	NS	NS	NS	immortalized_epithelial	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	prostate	prostate	NA	64.44913312
U343_CENTRAL_NERVOUS_SYSTEM	U343_CENTRAL_NERVOUS_SYSTEM	0.99	2.91	1	ACH-000036	U343			Central_Nervous_System	NS	NS	NS	astrocytoma_Grade_III	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	116.6695226
RCC4_KIDNEY	RCC4_KIDNEY	1	1.83	0	ACH-001175	RCC-4	NA		Kidney	NS	NS	NS	clear_cell_renal_cell_carcinoma	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA
LN215_CENTRAL_NERVOUS_SYSTEM	LN215_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-000328	LN-215	NA		Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	108.0220019
LN464_CENTRAL_NERVOUS_SYSTEM	LN464_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-000676	LN-464	NA		Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	126.6253024
SLR25_KIDNEY	SLR25_KIDNEY	1	2.46	1	ACH-000300	SLR 25		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA
U178_CENTRAL_NERVOUS_SYSTEM	U178_CENTRAL_NERVOUS_SYSTEM	0.99	1.92	0	ACH-000208	U-178			Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	NA
F5_CENTRAL_NERVOUS_SYSTEM	F5_CENTRAL_NERVOUS_SYSTEM	0.98	2.03	0	ACH-001067	F5			Central_Nervous_System	meninges	NS	NS	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	meningioma	meningioma	NA	NA
HEKTE_KIDNEY	HEKTE_KIDNEY	NA	NA	NA	ACH-000049	HEK TE			Kidney	NS	NS	NS	immortalized_epithelial	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	69.89031879
SLR26_KIDNEY	SLR26_KIDNEY	1	1.83	0	ACH-000600	SLR 26		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	128.6331408
SKRC20_KIDNEY	SKRC20_KIDNEY	NA	NA	NA	ACH-000385	SK-RC-20			Kidney	NS	NS	NS	clear_cell_renal_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	94.25285833
SF767_CERVIX	SF767_CERVIX	NA	NA	NA	ACH-000490	SF767			Central_Nervous_System	NS	NS	NS	astrocytoma_Grade_III-IV	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	cervix	NA	115.8864018
A1207_CENTRAL_NERVOUS_SYSTEM	A1207_CENTRAL_NERVOUS_SYSTEM	1	2.79	1	ACH-000283	A1207			Central_Nervous_System	NS	NS	NS	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	NA
LN319_CENTRAL_NERVOUS_SYSTEM	LN319_CENTRAL_NERVOUS_SYSTEM	1	4.33	2	ACH-000128	LN-319	NA		Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_III	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	73.42339937
HCC364_LUNG	HCC364_LUNG	0.98	3.78	1	ACH-000575	HCC364			Lung	NS	NS	NS	adenocarcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	125.3439438
UMRC6_KIDNEY	UMRC6_KIDNEY	1	4.08	2	ACH-001225	UMRC6		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA
LN382_CENTRAL_NERVOUS_SYSTEM	LN382_CENTRAL_NERVOUS_SYSTEM	0.98	3.5	1	ACH-000215	LN382			Central_Nervous_System	NS	NS	NS	astrocytoma_Grade_IV	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	87.23638256
IOMMLEE_CENTRAL_NERVOUS_SYSTEM	IOMMLEE_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-000629	IOMM-Lee			Central_Nervous_System	meninges	NS	NS	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	meningioma	meningioma	NA	166.4767598
UMRC2_KIDNEY	UMRC2_KIDNEY	0.96	2.56	1	ACH-001224	UMRC2	NA		Kidney	NS	NS	NS	clear_cell_renal_cell_carcinoma	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA
DFCI024_LUNG	DFCI024_LUNG	NA	NA	NA	ACH-001058	DFCI024			Lung	NS	NS	NS	non_small_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	NA
HCC1897_LUNG	HCC1897_LUNG	1	1.77	0	ACH-001079	HCC-1897			Lung	NS	NS	NS	squamous_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	NA
SLR21_KIDNEY	SLR21_KIDNEY	0.98	2.19	0	ACH-000016	SLR 21		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	88.30682348
LNZ308_CENTRAL_NERVOUS_SYSTEM	LNZ308_CENTRAL_NERVOUS_SYSTEM	1	3.48	1	ACH-000760	LNZ308			Central_Nervous_System	NS	NS	NS	astrocytoma_Grade_IV	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	152.9863676
LN340_CENTRAL_NERVOUS_SYSTEM	LN340_CENTRAL_NERVOUS_SYSTEM	0.98	3.58	1	ACH-000634	LN-340	NA		Central_Nervous_System	brain	NS	NS	astrocytoma_Grade_IV	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	133.5386942
HCC827GR5_LUNG	HCC827GR5_LUNG	NA	NA	NA	ACH-000029	HCC827 GR5			Lung	NS	NS	NS	non_small_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	102.7949058
SLR20_KIDNEY	SLR20_KIDNEY	0.97	2.96	1	ACH-000127	SLR 20		Primary	Kidney	NS	NS	NS	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	121.2384185
HK2_KIDNEY	HK2_KIDNEY	NA	NA	NA	ACH-001087	HK-2			Kidney	NS	NS	NS	immortalized_epithelial	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA
EW8_BONE	EW8_BONE	0.97	3.06	1	ACH-000499	EW8			Bone	NS	NS	NS	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	NA	119.1843755
UOK101_KIDNEY	UOK101_KIDNEY	1	3.01	1	ACH-000262	UOK101			Kidney	NS	NS	NS	clear_cell_renal_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	92.03767299
JHESOAD1_OESOPHAGUS	JHESOAD1_OESOPHAGUS	0.98	3.16	1	ACH-000216	JH-EsoAd1			Oesophagus	NS	NS	NS	barrett_associated_adenocarcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	80.64616702
CH157MN_CENTRAL_NERVOUS_SYSTEM	CH157MN_CENTRAL_NERVOUS_SYSTEM	0.98	1.88	1	ACH-000025	CH-157MN			Central_Nervous_System	meninges	NS	NS	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	meningioma	meningioma	NA	78.03854857
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1.91	0	ACH-000453	MOLP-2		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	plasma_cell_myeloma	NS	NS	CCLE	DSMZ	round to polymorph cells growing singly or in small clumps	RPMI-1640+20% FBS	NA	5%DMSO	4 days	310.4	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	147.7800001
SCC25_UPPER_AERODIGESTIVE_TRACT	SCC25_UPPER_AERODIGESTIVE_TRACT	0.99	2.01	0	ACH-000188	SCC-25		Primary	Upper_Aerodigestive_Tract	mouth	tongue	NS	squamous_cell_carcinoma	NS	NS	CCLE	NIBRI						NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	99.74078602
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.13	0	ACH-001230	UT-7		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	acute_myeloid_leukaemia	M7	NS	CCLE	NA	NA	NA	NA	NA	NA	NA	AML	AML	NA	NA
MHHNB11_AUTONOMIC_GANGLIA	MHHNB11_AUTONOMIC_GANGLIA	1	2.16	0	ACH-000078	MHH-NB-11	adrenal	Metastasis	Autonomic_Ganglia	NS	NS	NS	NS	NS	NS	CCLE	DSMZ	"adherent, fibroblast-like cells growing as monolayers"	90% RPMI 1640 +10% h. i. FBS	2mM L -glutamine +MEM non-essential amino acids		~  100 hrs	NA	neuroblastoma	neuroblastoma	PNET:Neuroblastoma	94.72120064
HCC1806_BREAST	HCC1806_BREAST	1	2.38	1	ACH-000624	HCC1806		Primary	Breast	NS	NS	NS	ductal_carcinoma	squamous_cell_carcinoma	NS	CCLE	NIBRI						NA	breast	breast	Breast:Carcinoma	134.9305217
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.99	1.92	0	ACH-000073	GRANTA-519		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	mantle_cell_lymphoma	NS	NS	CCLE	DSMZ	"spheroid cells growing in suspention, singly or in clumps"	90% Dulbecco's MEM(4.5 g/L glucose) +10% h.i.FBS	2mM L-glutamine		~ 49 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	73.86512393
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1.98	0	ACH-000006	MONO-MAC-6		Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	acute_myeloid_leukaemia	M5	NS	CCLE	DSMZ	"single, round/ multiformed cells or small clusters of cells in suspention, sometimes loosely adherent; 1-5% giant cells"	90% RPMI 1640 +10% h.i. FBS	2mM L-glutamine + non-essential amino acids +1 mM sodium pyruvate + 10ug/ml human insulin		~  60 hrs	55.3	AML	AML	Leukemia:AML	77.06523381
MKN7_STOMACH	MKN7_STOMACH	1	3.19	2	ACH-000678	MKN7	lymph_node	Metastasis	Stomach	NS	NS	NS	tubular_adenocarcinoma	NS	NS	CCLE	GNF						NA	stomach	stomach	Gastric:Carcinoma	163.7412888
